id,name,description,title,start_date,end_date,experience_type,job_type,job_location,min_years_required,type_of_insertion,is_verified,is_verified_client,daily_hours,created_by,created_at,updated_at,resource_id,client_id,pipeline_id,Closed
101,stagiaire-pfe-ingénieur full stack - spring/angula,"refonte full stack de la solution ixpath de digitalisation de flux pour la rendre scalable, réactive et hautement disponible.",fullstack developer,2022-03-01 00:00:00,2022-06-30 00:00:00,0,1,"Casablanca, morocco",,0.0,0,0,,,2024-11-12 10:02:06,2024-11-12 10:02:06,28.0,145.0,,
102,stagiaire at disway,"étude, conception et réalisation d’une application de gestion de stock outils & technologie: springboot, springdata, springjpa, springweb, rest, mysql.",backend developer,2019-04-01 00:00:00,2019-06-30 00:00:00,0,1,"Casablanca, morocco",,0.0,0,0,,,2024-11-12 10:02:06,2024-11-12 10:02:06,28.0,146.0,,
103,software engineer lead (eip & mrm) at capgemini,"mission: middleware, webmethods 10.3, micro service, web service, java, spring boot. outils/langages: salesforce, api, swagger, open api 3.0, software ag designer 10.3, webmethods api gateway, integration server, class service java, postman, soapui.",backend developer,2023-03-01 00:00:00,,2,1,"Rabat, maroc",,0.0,0,0,,,2024-11-12 10:02:31,2024-11-12 10:02:31,33.0,35.0,,
104,consultant webmethods at slagsoa-vision,"mission: middleware, webmethods, micro service, web service. outils/langages: api, swagger, open api 3.1, software ag designer 10.11, webmethods api gateway, integration server, class service java, postman, soapui.",backend developer,2022-10-01 00:00:00,2022-03-01 00:00:00,2,1,"Rabat, maroc",,0.0,0,0,,,2024-11-12 10:02:31,2024-11-12 10:02:31,33.0,147.0,,
105,ingénieur analyste at cgi technologies et solution,"projet fgdc indus fès. greco’nline : application de gestion de compétence. audit cast : application des audits de qualité. mission : intégration continue, évolution gestion des anomalie (corrective) outils/langages :java/j2ee, git, gitlab, bitbucket, jenkins, sonarqube, cucumber, apache2.4, postgresql, apache tomcat, cast aip console, cast imagine, cast aip.",backend developer,2019-10-01 00:00:00,2022-10-01 00:00:00,2,1,"Rabat, maroc",,0.0,0,0,,,2024-11-12 10:02:31,2024-11-12 10:02:31,33.0,148.0,,
106,ingénieur d'etudes et développement confirmé at cg,"projet cal&f (crédit agricole leasing & factoring). pfe : plateforme echange, archipels. analyse des demandes client, etude d’impacts, estimation des charges. mission: middleware, webmethods, micro service, web service. outils/langages: eai, jms, ws soap, ws rest, wsdl.",fullstack developer,2019-03-01 00:00:00,2019-09-01 00:00:00,2,1,"Rabat, maroc",,0.0,0,0,,,2024-11-12 10:02:31,2024-11-12 10:02:31,33.0,148.0,,
107,développeur at société centrale de réassurance (sc,"rms : remoote management security. mission : conception et réalisation d’une application web. framework : spring, hibernate, angular 5. outils/langages : j2ee, mysql, bootstrap, html, css, xml.",fullstack developer,2016-09-01 00:00:00,2018-10-01 00:00:00,2,1,"Rabat, maroc",,0.0,0,0,,,2024-11-12 10:02:31,2024-11-12 10:02:31,33.0,149.0,,
108,développeuse fullstack mavistro,"participer au développement des nouvelles fonctionnalités. réaliser la maintenance corrective et évolutive de l'application. réaliser les tests unitaires et automatisés. documenter les applications développées et la mise en production. conception et développement d'application saas de gestion de cabinet juridique. conception et mise en place d'application de gestion des files d'attente. analyser les résultats et rédiger le rapport des tests. participer à la mise en production. 
technologies : java/jee, spring boot, spring security,postgresql,vue 3 ,html,css, bootstrap, typescript.",fullstack developer,2022-06-01 00:00:00,,2,1,"Tanger, morocco",,0.0,0,0,,,2024-11-12 10:02:35,2024-11-12 10:02:35,35.0,150.0,,
109,développeuse fullstack / chef de projet si miacorp,"pilotage de projet en environnement complexe avec multi-acteurs (organisation, directions, métiers, equipe projet, equipe de développement). reporting au top management (bilan sprint, evolution backlog / squad). étude de l’existant en terme organisationnel et si. animation des séances de réflexion sur l’amélioration continue des processus. proposition des meilleurs pratiques adaptées aux métiers. rédaction des spécifications fonctionnelles et techniques, planification des phases de réalisation. pilotage et suivi de la réalisation avec les prestataires. la coordination de la réalisation des traitements informatiques dans les meilleures conditions de qualité et de délais. participation au support de production (documentation, formation) et reporting des activités. identification et suivi des risques de projet.
technologies : java/jee, spring boot, spring security, reactjs,nextjs,couchdb,mysql html,css, bootstrap, typescript.",fullstack developer,2021-03-20 00:00:00,2022-05-30 00:00:00,2,1,"Tanger, morocco",,0.0,0,0,,,2024-11-12 10:02:35,2024-11-12 10:02:35,35.0,151.0,,
110,ingénieur système d’information wide range investm,"recueil des informations auprès des opérateurs. organiser et animer des réunions entre les services concernés pour l’optimisation de la production, veiller à la bonne communication en interne. rédaction des processus et des pratiques métier. mise en place d’un système d’information openjanela, et digitalisation des processus métier de l’entreprise. mise en place d’une application mobile pour la gestion des prospection et génération des devis des commandes. déploiement, paramétrage et réception du produit. test d’intégration et validation. l’audit de code source et gestion de contenu. migration des données (etl , import). traitement des (incidents, problèmes, changes) selon les principes itil. le contrôles de la fiabilité du système, la sécurité des données et la définition des plans de secours. la maj des procédures d 'exploitation, de l’optimisation des flux de production, du respect des protocoles de sécurité. supporter l’utilisateur final dans l’utilisation du si.
technologies : java/javafx, spring(boot, security,data, mvc,ioc), eclipse , mysql, jasperreport, html5, scss, javascript, xml,reactjs, nextjs, typescript,talend.",system information engineer,2019-09-01 00:00:00,2021-03-15 00:00:00,2,1,"Tanger, morocco",,0.0,0,0,,,2024-11-12 10:02:35,2024-11-12 10:02:35,35.0,152.0,,
111,ingénieur développement web adrénaline,"réalisation et mise en place d’un système web et mobile pour la gestion et suivi des projets des entreprises. analyse des besoins fonctionnels et techniques. amélioration et maintenance des applications web et mobiles. développement d’une solution de gestion des relations client.
technologies: java/jee, spring(boot, security,data, mvc,ioc),eclipse, reactjs, mysql html,css, bootstrap, typescript.",web development engineer,2016-07-01 00:00:00,2018-06-30 00:00:00,2,1,"Tanger, morocco",,0.0,0,0,,,2024-11-12 10:02:35,2024-11-12 10:02:35,35.0,153.0,,
112,support/intégrateur java/j2ee at entreprise bits,"cadrage du besoin. chiffrage, estimation de charges et mise en place d'un suivi en lien avec le chef de projet. participation à la mise en place de l’architecture technique du projet. rédaction des documents de conception technique. analyse et conception objet à partir du eps (easy payment système : plateforme monétique). conception et intégration de nouveaux modules, test et déploiement des modules affectés. environnement technique: uml, java/jee, spring (boot,security,data), angular, oracle, pl/sql, hibernate, jasperreport, web api, eclipse, tomcat, ci/cd(maven, git, gitlab, docker, kubernetes, jenkins).",backend developer,2023-06-01 00:00:00,,1,1,"Maroc, casablanca",,0.0,0,0,,,2024-11-12 10:02:55,2024-11-12 10:02:55,34.0,154.0,,
113,développeur java/j2ee at entreprise sewacard indus,"projets réalisés : carte bancaire prépayée : carte diaspora www.fongadinvest.org https://www.labanqueagricole.sn/ analyse de l'existant. rédaction des spécifications techniques et règles métiers à partir des directives du comité agile. développement modules pour la génération du fichier destiné à fabriquer des cartes. création des web services rest api pour la simulation des scénarios de tests. développement et adaptation des procédures back-end pl/sql avec les exigences spécifiques du client. design, développement et intégration des rapports, reçus et contrats avec le designer ireport. formation du client après la conception.",fullstack developer,2018-01-01 00:00:00,2023-08-01 00:00:00,1,1,"Sénégal, dakar",,0.0,0,0,,,2024-11-12 10:02:55,2024-11-12 10:02:55,34.0,155.0,,
114,consultant java/jee cartographe at ansd,"mise à jour d’un registre national de toutes les entreprises économiques et agricoles du sénégal. plateforme de collecte d’informations des bénéficiaires dans la base de données et l’archivage des documents pour la région de fatick et kédougou pour le programme bourse familiale. recueil des besoins. analyse et conception fonctionnelle et technique. rédaction des documents de spécifications fonctionnelles et techniques. maintenance corrective et évolutive. analyse, qualification, diagnostic, correction et suivi des anomalies. gestion de configuration (build, installation, livraison, déploiement, suivi des livraisons). support fonctionnel et technique aux développeurs. environnement technique : uml, java jee, hibernate, junit, javascript, jsf2.0/2.2 (primefaces), css3, rest api, jasper, jquery, ajax, soap...",fullstack developer,2016-03-01 00:00:00,2020-12-31 00:00:00,1,1,"Sénégal, dakar",,0.0,0,0,,,2024-11-12 10:02:55,2024-11-12 10:02:55,34.0,156.0,,
115,expertise back-office et règlement livraison chez ,analyser les expressions de besoin des clients puis chiffrer et planifier les travaux. participer à la définition de la modélisation des opérations financières. rédiger des spécifications concernant les process back-office et analyser les impacts. paramétrer les systèmes et documenter les évolutions. préparer les plans et jeux de tests. réaliser la recette et rédiger les documents nécessaires à la validation. assurer le support de niveau 2.,business analyst,,,1,1,"110, avenue de france, 75013 paris, france",,0.0,0,0,,,2024-11-14 20:01:02,2024-11-14 20:01:06,,55.0,,
116,javascript developer at smarter contracts,"as a javascript developer in our team, you will play a vital role in bringing our vision to life by working on our front-end applications. our main application is pulse, a distributed platform for managing consents and permissions for processing and sharing data. here’s how:

developing secure solutions: by crafting secure and efficient code, you contribute to the creation of trustworthy technology platforms.
innovative thinking: your work with javascript and react technologies leads to innovative solutions that redefine data privacy and security. we have a relatively new application, and there are many more features for us to design and implement. we expect that you to take an active part in our protocol and application design process.
ethical standards: you help embed ethical principles in our software, aligning with our commitment to fairness and equity.
mobile and web development expertise: your skills in javascript, css and react technology are key to achieving our goal of empowering society with control over their data. a great user experience is essential for driving user-adoption, and we are a design-led organisation.
collaborative problem-solving: working with cross-functional teams, you ensure our products meet the complex needs of our clients and society.",frontend developer,,,2,0,"Remote with occasional travel to london, united ki",,0.0,0,0,,,2024-11-14 20:06:31,2025-02-26 14:07:32,,36.0,,1.0
117,java junior position at oakland,compétences requises : expérience sur java spring boot expérience sur spring data jpa maîtrise des concepts de bases de données relationnelles connaissance du protocole http connaissance du standard rest et documentation swagger maîtrise de docker sensibilisation aux conventions clean code sensibilité aux principes de l'architecture microservices compétences appréciées : expérience sur rabbitmq expérience sur redis expérience sur intellij expérience sur kubernetes environnement : aws (kubernetes / argocd) environnement de développement : jira / bitbucket / teamcity,backend developer,,,2,1,,,0.0,0,0,,,2024-11-14 20:07:19,2024-11-14 20:07:21,,37.0,,
121,PS - business analyst test at natixis,"De formation supérieure, vous avez acquis une première expérience en Systèmes d’information dans la Finance de Marchés.

Vous disposez de connaissances technico-fonctionnelles sur les domaines Front-Office (valorisation de produits dérivés) et Risques (calcul de P&L/Hedges, Stress tests, Value At Risk, FRTB, XVA) sur les Dérivés de Taux et de crédit ainsi que les Dérivés Action.

Vous êtes à l'aise avec la rédaction de spécifications fonctionnelles et les méthodologies de tests. Vous avez des notions d’utilisation des outils de gestion de projet en mode Agile (JIRA, Confluence, etc.).

Votre dynamisme, vos qualités relationnelles ainsi que votre sens de la diplomatie vous permettront de répondre de manière adaptée aux différents interlocuteurs. Vous avez un esprit d’équipe et de partage, avec un bon niveau d’autonomie et de curiosité.

Le sens du détail et la rigueur font partie de vos qualités et vous savez faire preuve d'une bonne capacité d’adaptation.

On vous reconnaît une bonne expression orale et écrite. Vous maitrisez Excel afin de produire des spreadsheet connectées à notre système d’information, et avez de bonnes connaissances en PowerBI.

Des compétences en Python sont un plus.

Anglais courant.",PS - business analyst test,,,2,1,"Paris, france",1.0,0.0,0,0,,,2024-12-10 09:32:36,2024-12-22 14:10:57,,86.0,37.0,
122,PS - Développeur senior,"au sein du pôle pricing & analytics de l'it global markets, vous rejoindrez l’équipe calculation engines en tant que développeur senior. le pôle pricing & analytics est en charge du développement et de la maintenance des librairies financières equity (tk eda) et fixed income (arm), et de leur intégration dans différentes applications du si sur des environnements distribués, en particulier des grilles de calcul. ces librairies gèrent les produits dérivés des marchés equity, commodity et fixed income.
les équipes de calculation engines s’appuient sur ces librairies de pricing pour mettre en place des chaines de calcul (calibration de market datas, stresstess, hvar, cva, eepe) robustes industrialisées et scalables à destination des métiers front office et risques de global market. ces chaines de calcul traitent des volumes importants de données en respectant les contraintes de temps de calcul et de stockage pour les pistes d’auditabilité. elles doivent également exposer des api customisées d’accès à la donnée.
l’équipe calculation engines est composée d’une vingtaine de personnes à paris et de 5 personnes à porto.
vos missions
développer, faire évoluer les services de pricing basé sur les librairies quantitatives pour des usages front office ainsi que risques & résultats, en respectant les bonnes pratiques de développement, en particulier sur les tests unitaires, et les tests d’intégrations. développer, faire évoluer les services de pricing en dépendances avec summit. optimiser l'exécution des pricers grâce à l'utilisation de solutions de parallélisation des calculs (grid computing) et de solutions de mise en cache (caching). gérer la dette technique sur son périmètre en encourageant des actions de remédiation et d’amélioration continue en accord avec les partenaires business. participer à l’amélioration continue de la ci/cd en se basant sur l’agilité et les principes du devops. participer aux analyses dans le cadre du support fonctionnel et technique de production, développer si besoin les outils nécessaires pour faciliter / automatiser ces tâches. participer au maintien d’une production de haute qualité en s’assurant du respect des bonnes pratiques (respect des procédures, analyse d’impacts, couverture de tests, validation business, …) et de la gestion proactive des incidents applicatifs et et d’infrastructure en suivant les plans d’actions mis en place.

l’environnement technologique est le suivant :
programmation objets sur os windows et linux
java spring springboot
scala
c++
solutions big data: plateforme hadoop, programmation spark, hive
kafka
optimisations : grid computing, cache distribué.
bases de données sql & nosql",PS - Backend  Developer ,,,2,1,"Paris, france",5.0,0.0,0,0,,,2024-12-10 09:32:43,2024-12-22 14:10:33,,86.0,37.0,
123,business analyst senior at bnp paribas,"usd and asian currencies (thb, sgd, inr) ibor transition
þ full understanding of all the algorithms set up for the ibor transition
þ transition of the positions in project mode
þ follow-up of the issues raised with murex software editor
þ organization of all the lots to be sent to go-live

lch automatization chain
þ support and documentation of the whole chain
front-office support
þ set up of new types of deals in murex

back-office/middle-office support
þ payment workflow
þ existing reports follow-up
þ creation of new reports in collaboration with users and developers",business analyst,2022-01-01 00:00:00,2023-01-01 00:00:00,1,1,"France, paris, 75000",,0.0,0,0,,,2024-12-11 11:08:49,2024-12-11 11:08:49,36.0,167.0,,
124,business analyst senior at engie,"migration project from meteor (in-house system) to orchestrade
þ modelization of the transactions in adaptiv (fis credit risk software)
þ implementation of different credit process (cvar, cooke report, maturity alert, mtm report)
project «optimisation cost of credit» to fully rebuild/create cva/dva/cva greeks
regulatory icaap project, in charge of a sub-set of k-factors that will be used to determine the capital requirements
support and production follow-up on the tools that allow the generation of:
þ different credit risk economic indicators cvar, ppr, ee, epe, ene
þ mtm reports
þ solvability regulatory reports
organisation of credit risk and orchestrade trainings for the credit analysts, front-officers and it credit team.",business analyst,2019-01-01 00:00:00,2022-01-01 00:00:00,1,1,"France, paris, 75000",,0.0,0,0,,,2024-12-11 11:08:49,2024-12-11 11:08:49,36.0,168.0,,
125,murex senior consultant at caisse des dépôts et co,"supervision of a business analysts in report team on a murex implementation project
þ set up of accounting reports
þ operational follow-up of the equities perimeter",business analyst,2018-01-01 00:00:00,2018-12-31 00:00:00,1,1,"France, paris, 75000",,0.0,0,0,,,2024-12-11 11:08:49,2024-12-11 11:08:49,36.0,169.0,,
126,MX - developer FO murex at natixis ,"the mission of the developer will be under the control of a squad leader to develop & integrate front to bask to risk solutions based on functional specifications and business requirements. design solutions with respect to best practices and code quality. participate in the improvement of process and development, integration & delivery tools regularly communicate the progress of achievements and quality of deliveries. update internal documentations of implemented solutions in murex and facilitate knowledge sharing within the murex team. address murex feature enhancements to the vendor and be actor on murex upgrade/patch projects.business skills on: mastery of the murex software (apis, datamart, workflow, mxml exchange, pre/post trade), programing/scripting shell, sql, unix (ksh), xslt, java. personal qualities: capacity to work in a team interest in the financial markets motivated to get more experience by extending business knowledge• rigor and engaged to deliver solutions and high added values for business.",MX - developer FO,,,1,1,"Paris, france",,0.0,0,0,,,2024-12-11 11:20:13,2025-02-25 12:00:22,,86.0,39.0,1.0
127,murex business analyst (front & risk),"the mission of the business analyst murex front/risk will be under the control of a squad leader to: gather business requirements. design front to risk solutions (integration pay off, pricing model, portfolio live monitoring, market risk modelling, pl explain, etc). design and elaborate detailed functional specifications to development team. plan actions and monitor the progress of projects with dev team, coordinate tests and uat. communicate progress on regular basis to end user and ensure the respect of deadline, quality of service and. update internal documentations of implemented solutions in murex and facilitate knowledge sharing within the murex team. address murex feature enhancements to the vendor and be actor on murex upgrade/patch projects.business skills on : functional expertise of nonlinear products, pricing model and risk modelling. mastery of the various murex front office modules (e-tradepad, flex, simulation viewer, livebook, pre/post trade , market data (rtbs), reporting and datamart/ simulation screens/ pricing). additional knowledge in some of domains of trading, pricing modelling and risk modelling/reporting would be real advantages for the mission. technical skills: excel/sql",MX - business analyst,,,1,1,"Paris, france",,0.0,0,0,,,2024-12-11 11:21:31,2024-12-22 14:14:27,,86.0,39.0,
128,murex business analyst (bo & finance),"The mission of the Front Business Analyst will be under the control of a Squad leader to: Gather Business requirements of global Market Operations team & Finance. Design Front to Back solutions (STP, Gateways with other BO systems. Design and elaborate detailed functional specifications to development team.Plan actions and monitor the progress of projects with dev team, coordinate Tests and UAT. Communicate progress on regular basis to end user and ensure the respect of deadline, quality of service and. Update internal documentations of implemented solutions in Murex and facilitate knowledge sharing within the Murex team. Address Murex feature enhancements to the vendor and be actor on Murex upgrade/patch projects.",MX - business analyst - BO - Finance,,,1,1,"Paris, france",,0.0,0,0,,,2024-12-11 11:21:35,2024-12-22 15:06:20,,86.0,39.0,
129,projet de fin d’études master à l’ecole nationale ,"segmentation d’images médicales avec les techniques d’apprentissage profond : 
• etat de l’art des différentes techniques de segmentation, notamment les méthodes classiques, les méthodes de machine et deep learning. 
• preprocessing de la base de données. 
• augmentation des données. 
• la construction de modèle d’apprentissage profond. 
• comparaison et résultats des modèles de segmentation.",data analyst,2023-02-01 01:00:00,2023-09-01 01:00:00,0,1,"Morocco, khouribga",,0.0,0,0,,,2024-12-16 10:29:18,2024-12-16 10:29:18,38.0,171.0,,
130,projet de fin d’études licence professionnelle à l,"la création d’un site web dynamique des activités pédagogiques des enseignants : 
• gérer l’environnement de l’éducation des enseignants et les étudiants.
• chaque enseignant peut ajouter, supprimer et modifier les cours, les tds et les tps. 
• les étudiants peuvent ajouter et modifier le compte rendu et les tds ou tps.",ui/ux developer,2021-05-01 01:00:00,2021-07-01 01:00:00,0,1,"Morocco, oujda",,0.0,0,0,,,2024-12-16 10:29:18,2024-12-16 10:29:18,38.0,172.0,,
131,dut projet de fin d’études à l’ecole supérieure de,développeuse web : févr. 2020 – juin. 2020. la création d’un site web dynamique : gérer l’environnement de l’éducation des enseignants et les étudiants.,backend developer,2020-02-01 01:00:00,2020-06-01 01:00:00,0,1,"Morocco, oujda",,0.0,0,0,,,2024-12-16 10:29:18,2024-12-16 10:29:18,38.0,172.0,,
132,stage d’observation à la banque populaire d’ahfir,"stage d’observation : juin. 2019 – juil 2019. prétraitement des données cliniques d’une grande base de données ‘gulf’: 
• nettoyage des données 
• imputer les valeurs manquantes avec les méthodes de machine learning knn et missforest 
• utilisation de l’acp pour l’analyse des données. 
• la phase de reporting en utilisant power bi.",data analyst,2019-06-01 01:00:00,2019-07-01 01:00:00,0,1,"Morocco, ahfir",,0.0,0,0,,,2024-12-16 10:29:18,2024-12-16 10:29:18,38.0,173.0,,
133,python automation developer for gmail process at 3,"led the creation of 'warmap,' a powerful gmail automation system to optimize email delivery performance using seleniumbase and python. improved mailbox rates, email delivery speed, spam flagging, and critical message designation.",backend developer,2022-10-01 00:00:00,2024-03-01 00:00:00,1,1,"Morocco, rabat",,0.0,0,0,,,2024-12-16 10:29:29,2024-12-16 10:29:29,39.0,174.0,,
134,python developer and llm chatbot expert at um6p,"developed models in natural language processing (nlp) and image processing for various sectors including medicine and agriculture, leveraging openai's models and yolo.",backend developer,2021-05-01 00:00:00,2022-08-01 00:00:00,1,1,"Morocco, benguerir",,0.0,0,0,,,2024-12-16 10:29:29,2024-12-16 10:29:29,39.0,175.0,,
135,web 3.0 application developer at um6p,"developed a high-performing web3.0 application using react.js and solidity, including a feature that predicts currency fluctuations using lstm technology.",fullstack developer,2020-06-01 00:00:00,2021-06-01 00:00:00,1,1,"Morocco, benguerir",,0.0,0,0,,,2024-12-16 10:29:29,2024-12-16 10:29:29,39.0,175.0,,
136,data scientist & ai engineer,"at ame x pts, ayoub designed and implemented ai-powered diagnostic tools, enhancing medical imaging precision by 30%. he developed deep learning models to classify and segment medical images, improving processing efficiency by 40%. he integrated machine learning workflows to automate image data preprocessing, reducing manual effort by 50%. tools used include python libraries (ml, selenium, requests, beautiful soup), llms, rasa, and ai platform.",data analyst,2024-10-01 00:00:00,,2,1,"Nador, morocco",,0.0,0,0,,,2024-12-16 10:29:34,2024-12-16 10:29:34,37.0,176.0,,
137,data scientist & generative ai intern,"at adria b&t, ayoub fine-tuned the mistral 7b model for medical imaging applications, increasing model accuracy by 25%. he conducted sentiment analysis on patient feedback, boosting satisfaction rates by 20%, and delivered a comprehensive benchmark of ai tools for improved radiology workflow optimization. tools used include python (hugging face, langchain), llms (rag, prompt engineering), and ai platform (ollama).",data analyst,2024-02-01 00:00:00,2024-06-30 00:00:00,0,1,"Casablanca, morocco",,0.0,0,0,,,2024-12-16 10:29:34,2024-12-16 10:29:34,37.0,177.0,,
138,data analyst & ml intern,"at meriskill, ayoub conducted sales and hr data analysis, delivering actionable insights that improved strategies by 15%. he built predictive models for diabetes patient trends, increasing prediction accuracy by 20%. tools used include python, django, power bi, sql, html, and css.",data analyst,2023-11-01 00:00:00,2023-11-30 00:00:00,0,0,Remote,,0.0,0,0,,,2024-12-16 10:29:34,2024-12-16 10:29:34,37.0,178.0,,
139,data engineer & scientist intern,"at ntt data, ayoub predicted patient diagnostic outcomes with 88% accuracy. he conducted in-depth analysis of medical imaging datasets, delivering actionable insights for healthcare providers, and optimized data processing pipelines, reducing system latency by 40%. tools used include big data technology, python, java, spark mllib, docker, and kubernetes.",data analyst,2023-06-01 00:00:00,2023-09-30 00:00:00,0,1,"Tetouan, morocco",,0.0,0,0,,,2024-12-16 10:29:34,2024-12-16 10:29:34,37.0,179.0,,
140,statisticien & data scientist at ciaumed,"analyse quantitative de la qualité des données & kpis : analyser jusqu’à 1 million de lignes par jour, pour garantir la cohérence des données, suivre les kpis, automatiser leur génération et passer d'un rapport mensuel à un rapport quotidien (r, sql, python). modèles de machine learning : vérifier les modèles de segmentation csp pour les besoins marketing en identifiant les équipements et variables expliquant le csp, et en sélectionnant les modèles les plus adaptés. data visualisation & dashboards: concevoir et développer des tableaux de bord interactifs en r markdown et power bi pour présenter les résultats analytiques et fournir des insights actionnables aux parties prenantes non techniques. audit des systèmes de mesure/collecte : réaliser un audit complet de l'historique des données de mesure d'audience tv [2017 à 2020], en assurant le contrôle qualité des processus de nettoyage des données, des flux de production et de la gestion des bases de données (en comparant les données brutes collectées aux données livrées). collaboration & benchmarking : participer aux réunions mensuelles avec les clients pour cerner leurs besoins et solutions, et collaborer avec des partenaires internationaux pour le benchmarking et l’intégration des meilleures pratiques dans les projets de modélisation.",data analyst,2021-09-01 00:00:00,,2,1,"Morocco, casablanca, , morocco",,0.0,0,0,,,2024-12-16 10:29:42,2024-12-16 10:29:42,41.0,180.0,,
141,stage en machine learning at 3d smart factory,"développé un modèle de segmentation d'images médicales, améliorant la précision avec des mesures de similarité avancées et une analyse géométrique.",data analyst,2021-01-01 00:00:00,2021-08-01 00:00:00,0,1,"Morocco, mohammedia, , morocco",,0.0,0,0,,,2024-12-16 10:29:42,2024-12-16 10:29:42,41.0,181.0,,
142,stage en machine learning at portnet s.a,"développé un modèle de reconnaissance faciale avec des algorithmes de deep learning (cnn, transfert learning, etc.).",data analyst,2020-03-01 00:00:00,2020-09-01 00:00:00,0,1,"Morocco, casablanca, , morocco",,0.0,0,0,,,2024-12-16 10:29:42,2024-12-16 10:29:42,41.0,182.0,,
143,genai consultant,"developed a web service for automatic generation of teams meeting reports using llms. created an ai solution for automatic data extraction from legal documents using llms. conducted credit analysis by extracting data from scanned documents and structuring it in json format with llms. experimented with retrieval-augmented generation (rag) and langchain techniques for chatbot development. technical environment: gemma9, llama3.1, ollama, openai, python, rag, langchain, pinecone …",data analyst,2024-08-01 00:00:00,,1,1,"Temara, morocco",,0.0,0,0,,,2024-12-16 10:29:48,2024-12-16 10:29:48,42.0,128.0,,
144,r&d department manager,"research project 1: car accident damage detection and classification. conducted data collection of damaged and intact car images to build a comprehensive database. implemented image preprocessing techniques to optimize quality for deep learning models. carefully annotated images to accurately train the convolutional neural network (cnn) model. used data augmentation techniques to enhance the robustness and generalization of the cnn model. designed and implemented cnn architecture using tensorflow and keras. research project 2: development of a cv parsing, scoring, and matching algorithm. collected diverse cv formats to create a heterogeneous database. annotated data for easy identification and extraction of relevant information. evaluated model and deployed it to extract and structure important information from cvs into json files. created an automatic cv template generation algorithm. developed a candidate scoring method based on defined criteria. applied fine-tuning techniques to improve results. technical environment: generative ai tools, gpt api, python , flask, finetuning.",data analyst,2021-01-01 00:00:00,2024-08-01 00:00:00,1,1,"Temara, morocco",,0.0,0,0,,,2024-12-16 10:29:48,2024-12-16 10:29:48,42.0,183.0,,
145,ai engineer intern at yazaki morocco,"i was tasked with reducing employee onboarding time, and digitalizing their training. data preparation using crisp-dm methodology. developed, implemented and optimizing computer vison models. deployed ai models in offline android app using frameworks of deployments. improved training efficiency and reduced employee onboarding time.",data analyst,2024-01-01 00:00:00,2024-07-31 00:00:00,0,1,"Tangier, morocco",,0.0,0,0,,,2024-12-16 10:29:49,2024-12-16 10:29:49,40.0,184.0,,
146,ai developer intern at collaborative partnership b,developed a computer vison model for road markings detection. data preparation and augmentation.,data analyst,2022-05-01 00:00:00,2022-06-30 00:00:00,0,1,"Marrakech, morocco",,0.0,0,0,,,2024-12-16 10:29:49,2024-12-16 10:29:49,40.0,185.0,,
147,game developer at soman company,"developed a new version of the pixelbot web game, improved gameplay mechanics using jquery and an intuitive ui. designed efficient back-end functionalities using php and implemented a scalable database system with oracle db.",backend developer,2022-11-01 00:00:00,2023-01-31 00:00:00,1,1,"Marrakech, morocco",,0.0,0,0,,,2024-12-16 10:29:49,2024-12-16 10:29:49,40.0,186.0,,
148,web developer at big4com s.a.r.i,designed and deployed a artisanal e-commerce website using cms and custom php scripting.,ui/ux developer,2022-03-01 00:00:00,2022-05-31 00:00:00,1,1,"Marrakech, morocco",,0.0,0,0,,,2024-12-16 10:29:49,2024-12-16 10:29:49,40.0,187.0,,
149,ai intern at atlan space,"conducted a comprehensive literature review of state-of-the-art object detection models, selecting suitable ones (yolo variants...) for benchmarking based on precision, speed, and resource efficiency. curated and preprocessed datasets using azure machine learning studio. trained and evaluated models in pytorch, and deployed them with tensorrt on nvidia jetson devices (xavier/nano). selected yolov5n for final implementation due to its strong performance: achieved up to 80% accuracy (map 0.5) with inference times of 13.4 ms/43.5 ms. fine-tuned the hyperparameters via bayesian optimization using optuna, and conducted live testing to validate real-time capabilities.",backend developer,2023-02-01 00:00:00,2023-06-01 00:00:00,0,1,"Morocco, rabat",,0.0,0,0,,,2024-12-17 09:27:08,2024-12-17 09:27:08,43.0,188.0,,
150,ai intern at safetrack,"developed a traditional approach: created an image processing algorithm using opencv for digit extraction from complex backgrounds, leveraging contour analysis to detect individual segments and classify digits based on illuminated segments. implemented an intelligent approach: trained a yolov3 model in pytorch on a labeled dataset to detect digits directly on lcd screens (achieved ~70% accuracy(map)). conducted comparison of both methods, validating the systems efficiency for deployment in practical applications.",backend developer,2022-07-01 00:00:00,2022-08-01 00:00:00,0,1,"Morocco, salé",,0.0,0,0,,,2024-12-17 09:27:08,2024-12-17 09:27:08,43.0,189.0,,
151,nlp | machine learning engineer intern at defendis,"fine-tuned sentiment analysis models (bert, t5, gpt) for multilingual datasets, increasing accuracy up to 94%. evaluated model performance and generalization capability. optimized model performance by applying post-processing techniques, such as threshold adjustments, reducing the margin of error. deployed solutions on google cloud platform using flask, ensuring smooth and scalable integration for production applications. reduced response times and resource consumption, thereby improving the operational efficiency of the systems.",data analyst,2024-06-01 00:00:00,,0,0,Remote,,0.0,0,0,,,2024-12-17 10:36:32,2024-12-17 10:36:32,44.0,190.0,,
